month;date;team1;runs1;team2;runs2
August;20;Athletics;3;Astros;2
August;20;Indians;4;Royals;7
August;20;Blue Jays;5;Cubs;6
August;20;White Sox;3;Rangers;2
August;20;Brewers;8;Rockies;4
August;20;Phillies;5;Giants;2
August;20;Nationals;4;Padres;1
August;20;Cardinals;3;Pirates;6
August;21;Twins;6;White Sox;7
August;21;Twins;10;White Sox;2
August;21;Dodgers;6;Pirates;5
August;21;Athletics;3;Orioles;7
August;21;D-backs;3;Mets;2
August;21;Red Sox;4;Indians;5
August;21;Mariners;6;Braves;5
August;21;Rangers;5;Angels;3
August;21;Brewers;0;Giants;2
August;22;Marlins;12;Phillies;8
August;22;Marlins;7;Phillies;4
August;22;Dodgers;8;Pirates;5
August;22;Athletics;6;Orioles;4
August;22;D-backs;7;Mets;4
August;22;Red Sox;9;Indians;1
August;22;Cubs;13;Reds;9
August;22;Yankees;13;Tigers;4
August;22;Blue Jays;5;Rays;6
August;22;Mariners;0;Braves;4
August;22;Twins;4;White Sox;1
August;22;Nationals;4;Astros;3
August;22;Rockies;2;Royals;3
August;22;Padres;12;Cardinals;4
August;22;Rangers;1;Angels;10
August;22;Brewers;4;Giants;3
August;23;Athletics;7;Orioles;8
August;23;Brewers;2;Giants;4
August;23;Dodgers;0;Pirates;1
August;23;Marlins;0;Phillies;8
August;23;D-backs;2;Mets;4
August;23;Red Sox;6;Indians;1
August;23;Cubs;9;Reds;3
August;23;Yankees;10;Tigers;2
August;23;Blue Jays;7;Rays;6
August;23;Mariners;9;Braves;6
August;23;Twins;3;White Sox;4
August;23;Nationals;1;Astros;6
August;23;Rockies;4;Royals;6
August;23;Padres;2;Cardinals;6
August;23;Rangers;7;Angels;5
August;24;D-backs;3;Mets;2
August;24;Marlins;9;Phillies;8
August;24;Yankees;6;Tigers;10
August;24;Blue Jays;0;Rays;2
August;24;Rockies;3;Royals;2
August;24;Dodgers;5;Pirates;2
August;24;Red Sox;6;Indians;13
August;24;Cubs;2;Reds;4
August;24;Padres;4;Cardinals;3
August;24;Twins;1;White Sox;5
August;24;Nationals;5;Astros;4
August;24;Rangers;3;Angels;0
August;25;Cubs;1;Phillies;7
August;25;Mets;4;Nationals;2
August;25;Mariners;2;Yankees;1
August;25;Twins;6;Blue Jays;1
August;25;Orioles;16;Red Sox;3
August;25;Royals;0;Indians;4
August;25;Pirates;5;Reds;9
August;25;Padres;6;Marlins;8
August;25;Rockies;2;Braves;5
August;25;Tigers;2;White Sox;3
August;25;Rays;7;Cardinals;3
August;25;Giants;3;D-backs;4
August;25;Rangers;1;Athletics;3
August;25;Astros;2;Angels;1
August;25;Brewers;1;Dodgers;3
August;26;Mariners;3;Yankees;6
August;26;Twins;9;Blue Jays;10
August;26;Orioles;7;Red Sox;0
August;26;Mets;4;Nationals;9
August;26;Rangers;3;Athletics;8
August;26;Pirates;1;Reds;0
August;26;Cubs;17;Phillies;2
August;26;Rockies;7;Braves;6
August;26;Tigers;6;White Sox;3
August;26;Padres;1;Marlins;2
August;26;Royals;0;Indians;4
August;26;Rays;4;Cardinals;6
August;26;Giants;1;D-backs;2
August;26;Astros;6;Angels;7
August;26;Brewers;3;Dodgers;0
August;27;Mariners;1;Yankees;10
August;27;Twins;7;Blue Jays;2
August;27;Royals;0;Indians;12
August;27;Pirates;5;Reds;2
August;27;Padres;2;Marlins;6
August;27;Orioles;2;Red Sox;1
August;27;Cubs;3;Phillies;6
August;27;Rockies;3;Braves;0
August;27;Mets;6;Nationals;5
August;27;Mets;4;Nationals;5
August;27;Tigers;1;White Sox;7
August;27;Rays;3;Cardinals;2
August;27;Astros;7;Angels;5
August;27;Rangers;3;Athletics;8
August;27;Brewers;3;Dodgers;2
August;27;Giants;0;D-backs;11
August;28;Braves;1;Phillies;6
August;28;Indians;6;Yankees;2
August;28;Marlins;2;Nationals;11
August;28;Mariners;6;Orioles;7
August;28;Red Sox;6;Blue Jays;5
August;28;Pirates;1;Cubs;6
August;28;Rays;12;Royals;0
August;28;Tigers;4;Rockies;3
August;28;Athletics;1;Angels;3
August;28;Giants;3;Padres;0
August;29;Marlins;3;Nationals;8
August;29;Mariners;0;Orioles;4
August;29;Red Sox;3;Blue Jays;0
August;29;Mets;4;Reds;14
August;29;Rangers;12;Astros;2
August;29;Cardinals;10;Brewers;2
August;29;Pirates;1;Cubs;4
August;29;White Sox;4;Twins;6
August;29;Rays;2;Royals;6
August;29;Tigers;3;Rockies;7
August;29;Dodgers;6;D-backs;7
August;29;Athletics;2;Angels;8
August;29;Giants;3;Padres;6
August;30;Braves;9;Phillies;1
August;30;Braves;5;Phillies;2
August;30;Indians;2;Yankees;1
August;30;Indians;9;Yankees;4
August;30;Cardinals;5;Brewers;6
August;30;Mariners;7;Orioles;8
August;30;Tigers;6;Rockies;2
August;30;Marlins;0;Nationals;4
August;30;Red Sox;7;Blue Jays;1
August;30;Mets;2;Reds;0
August;30;Rangers;8;Astros;1
August;30;Pirates;3;Cubs;17
August;30;White Sox;1;Twins;11
August;30;Rays;5;Royals;3
August;30;Giants;0;Padres;5
August;30;Dodgers;4;D-backs;6
August;30;Athletics;8;Angels;10
August;31;Mets;2;Reds;7
August;31;White Sox;4;Twins;5
August;31;Rangers;1;Astros;5
August;31;Dodgers;1;D-backs;8
August;31;Red Sox;2;Yankees;6
August;31;Blue Jays;11;Orioles;8
August;31;Phillies;3;Marlins;2
August;31;Braves;2;Cubs;6
August;31;Nationals;3;Brewers;6
August;31;Cardinals;5;Giants;2
September;1;Indians;3;Tigers;2
September;1;Indians;10;Tigers;0
September;1;Braves;0;Cubs;2
September;1;Red Sox;4;Yankees;1
September;1;Reds;7;Pirates;3
September;1;Blue Jays;0;Orioles;1
September;1;Phillies;2;Marlins;1
September;1;Angels;9;Rangers;10
September;1;Royals;7;Twins;6
September;1;Rays;3;White Sox;1
September;1;Nationals;0;Brewers;1
September;1;D-backs;9;Rockies;5
September;1;Dodgers;1;Padres;0
September;1;Athletics;2;Mariners;3
September;1;Cardinals;11;Giants;6
September;2;Red Sox;1;Yankees;5
September;2;Mets;8;Astros;12
September;2;Mets;1;Astros;4
September;2;Braves;12;Cubs;14
September;2;Dodgers;5;Padres;6
September;2;Dodgers;2;Padres;7
September;2;Cardinals;1;Giants;2
September;2;Indians;5;Tigers;2
September;2;Reds;0;Pirates;5
September;2;Blue Jays;7;Orioles;2
September;2;Royals;0;Twins;17
September;2;Phillies;9;Marlins;10
September;2;Rays;4;White Sox;5
September;2;Nationals;3;Brewers;2
September;2;Angels;7;Rangers;4
September;2;D-backs;6;Rockies;2
September;2;Athletics;6;Mariners;7
September;3;Indians;11;Tigers;1
September;3;Phillies;3;Marlins;1
September;3;Reds;1;Pirates;3
September;3;Blue Jays;4;Orioles;5
September;3;Royals;5;Twins;4
September;3;Mets;6;Astros;8
September;3;Rays;2;White Sox;6
September;3;Nationals;2;Brewers;7
September;3;Braves;5;Cubs;1
September;3;Angels;6;Rangers;7
September;3;D-backs;5;Rockies;1
September;3;Cardinals;7;Giants;3
September;3;Athletics;2;Mariners;10
September;3;Dodgers;4;Padres;6
September;3;Red Sox;2;Yankees;9
September;4;Royals;7;Tigers;6
September;4;Brewers;4;Reds;5
September;4;Phillies;7;Mets;11
September;4;Yankees;7;Orioles;4
September;4;Indians;5;White Sox;3
September;4;Giants;3;Rockies;4
September;4;Cubs;0;Pirates;12
September;4;Angels;11;Athletics;9
September;4;Cardinals;2;Padres;0
September;4;Astros;6;Mariners;2
September;4;Twins;4;Rays;11
September;4;Blue Jays;10;Red Sox;4
September;4;Nationals;7;Marlins;2
September;4;Rangers;8;Braves;2
September;4;D-backs;13;Dodgers;0
September;5;Cubs;3;Pirates;4
September;5;Yankees;6;Orioles;7
September;5;Royals;2;Tigers;13
September;5;Brewers;3;Reds;9
September;5;Twins;1;Rays;2
September;5;Phillies;9;Mets;1
September;5;Blue Jays;2;Red Sox;3
September;5;Nationals;2;Marlins;1
September;5;Indians;9;White Sox;4
September;5;Giants;6;Rockies;9
September;5;Angels;8;Athletics;7
September;5;D-backs;3;Dodgers;1
September;5;Astros;3;Mariners;1
September;5;Cardinals;8;Padres;4
September;6;Brewers;1;Reds;7
September;6;Twins;10;Rays;6
September;6;Rangers;12;Braves;8
September;6;Rangers;4;Braves;5
September;6;Angels;1;Athletics;3
September;6;Cubs;1;Pirates;0
September;6;Royals;13;Tigers;2
September;6;Phillies;3;Mets;6
September;6;Blue Jays;1;Red Sox;6
September;6;Nationals;8;Marlins;1
September;6;Indians;5;White Sox;1
September;6;Giants;11;Rockies;3
September;6;D-backs;3;Dodgers;1
September;6;Astros;5;Mariners;3
September;6;Cardinals;3;Padres;1
September;7;Yankees;9;Orioles;1
September;7;Cubs;8;Pirates;2
September;7;Phillies;3;Nationals;4
September;7;Reds;2;Mets;7
September;7;Marlins;5;Braves;6
September;7;Indians;11;White Sox;2
September;7;Twins;4;Royals;2
September;7;Cardinals;0;Padres;3
September;7;Rockies;9;Dodgers;1
September;8;Phillies;10;Nationals;11
September;8;Tigers;5;Blue Jays;4
September;8;Orioles;0;Indians;5
September;8;Reds;1;Mets;5
September;8;Rays;3;Red Sox;9
September;8;Marlins;7;Braves;1
September;8;Brewers;2;Cubs;0
September;8;Yankees;5;Rangers;11
September;8;Giants;9;White Sox;2
September;8;Twins;8;Royals;5
September;8;Pirates;1;Cardinals;4
September;8;Padres;10;D-backs;6
September;8;Astros;8;Athletics;9
September;8;Rockies;5;Dodgers;4
September;8;Angels;3;Mariners;4
September;9;Orioles;2;Indians;4
September;9;Yankees;3;Rangers;1
September;9;Astros;1;Athletics;11
September;9;Astros;4;Athletics;11
September;9;Brewers;15;Cubs;2
September;9;Tigers;4;Blue Jays;5
September;9;Phillies;5;Nationals;4
September;9;Reds;1;Mets;6
September;9;Marlins;5;Braves;6
September;9;Giants;1;White Sox;13
September;9;Rays;0;Red Sox;9
September;9;Twins;2;Royals;5
September;9;Pirates;3;Cardinals;4
September;9;Padres;8;D-backs;7
September;9;Rockies;6;Dodgers;5
September;9;Angels;1;Mariners;8
September;10;Tigers;2;Blue Jays;8
September;10;Reds;10;Mets;5
September;10;Marlins;8;Braves;10
September;10;Phillies;2;Nationals;3
September;10;Rays;4;Red Sox;1
September;10;Giants;1;White Sox;8
September;10;Twins;3;Royals;11
September;10;Pirates;0;Cardinals;7
September;10;Brewers;3;Cubs;1
September;10;Yankees;16;Rangers;7
September;10;Astros;2;Athletics;10
September;10;Rockies;8;Dodgers;1
September;10;Angels;5;Mariners;3
September;10;Padres;2;D-backs;3
September;10;Orioles;2;Indians;3
September;11;Orioles;3;Blue Jays;4
September;11;Tigers;0;Indians;11
September;11;Yankees;5;Rays;1
September;11;Pirates;7;Brewers;0
September;11;Mariners;3;Rangers;5
September;11;White Sox;11;Royals;3
September;11;Rockies;5;D-backs;4
September;11;Dodgers;6;Giants;8
September;12;White Sox;3;Royals;4
September;12;Braves;8;Nationals;0
September;12;Marlins;8;Phillies;9
September;12;Orioles;2;Blue Jays;3
September;12;Tigers;0;Indians;2
September;12;Yankees;1;Rays;2
September;12;Athletics;1;Red Sox;11
September;12;Pirates;2;Brewers;5
September;12;Mets;3;Cubs;8
September;12;Mariners;10;Rangers;3
September;12;Padres;0;Twins;16
September;12;Reds;4;Cardinals;13
September;12;Rockies;4;D-backs;2
September;12;Astros;1;Angels;0
September;12;Dodgers;5;Giants;3
September;13;Tigers;3;Indians;5
September;13;Yankees;3;Rays;2
September;13;White Sox;5;Royals;3
September;13;Braves;8;Nationals;2
September;13;Marlins;1;Phillies;8
September;13;Orioles;2;Blue Jays;1
September;13;Athletics;7;Red Sox;3
September;13;Mets;5;Cubs;17
September;13;Mariners;8;Rangers;1
September;13;Pirates;2;Brewers;8
September;13;Padres;1;Twins;3
September;13;Reds;6;Cardinals;0
September;13;Rockies;2;D-backs;8
September;13;Astros;1;Angels;9
September;13;Dodgers;4;Giants;1
September;14;White Sox;17;Tigers;7
September;14;Athletics;2;Red Sox;6
September;14;Reds;2;Cardinals;5
September;14;Rockies;0;D-backs;7
September;14;Braves;2;Nationals;5
September;14;Orioles;5;Yankees;13
September;14;Marlins;0;Phillies;10
September;14;Royals;2;Indians;3
September;14;Mets;6;Cubs;14
September;14;Mariners;10;Rangers;4
September;14;Blue Jays;2;Twins;3
September;14;Astros;5;Angels;2
September;15;Cardinals;2;Cubs;8
September;15;Orioles;2;Yankees;8
September;15;Dodgers;7;Nationals;0
September;15;Athletics;4;Phillies;0
September;15;Red Sox;13;Rays;6
September;15;White Sox;2;Tigers;3
September;15;Royals;4;Indians;3
September;15;Pirates;2;Reds;4
September;15;Mets;2;Braves;3
September;15;Brewers;10;Marlins;2
September;15;Mariners;2;Astros;5
September;15;Blue Jays;4;Twins;3
September;15;Padres;1;Rockies;6
September;15;Rangers;6;Angels;7
September;15;D-backs;3;Giants;2
September;16;Dodgers;3;Nationals;2
September;16;Mariners;6;Astros;8
September;16;Orioles;3;Yankees;9
September;16;Cardinals;1;Cubs;4
September;16;Royals;4;Indians;8
September;16;Pirates;1;Reds;2
September;16;Red Sox;3;Rays;1
September;16;White Sox;10;Tigers;4
September;16;Athletics;3;Phillies;5
September;16;Brewers;4;Marlins;7
September;16;Mets;7;Braves;3
September;16;Blue Jays;7;Twins;2
September;16;Padres;0;Rockies;16
September;16;D-backs;2;Giants;0
September;16;Rangers;0;Angels;2
September;17;Orioles;6;Yankees;4
September;17;Red Sox;2;Rays;3
September;17;White Sox;0;Tigers;12
September;17;Royals;2;Indians;3
September;17;Pirates;2;Reds;5
September;17;Mets;5;Braves;1
September;17;Athletics;6;Phillies;3
September;17;Brewers;10;Marlins;3
September;17;Mariners;1;Astros;7
September;17;Blue Jays;7;Twins;13
September;17;Cardinals;3;Cubs;4
September;17;Padres;4;Rockies;3
September;17;Rangers;4;Angels;2
September;17;D-backs;2;Giants;7
September;17;Dodgers;1;Nationals;7
September;18;Red Sox;10;Orioles;8
September;18;Dodgers;3;Phillies;4
September;18;Brewers;3;Pirates;0
September;18;Twins;1;Yankees;2
September;18;Mets;1;Marlins;13
September;18;Athletics;8;Tigers;3
September;18;D-backs;2;Padres;4
September;19;Red Sox;1;Orioles;0
September;19;Dodgers;2;Phillies;6
September;19;Brewers;1;Pirates;0
September;19;Twins;2;Yankees;5
September;19;Royals;2;Blue Jays;5
September;19;Cubs;2;Rays;1
September;19;Mets;4;Marlins;5
September;19;Athletics;9;Tigers;8
September;19;Cardinals;8;Reds;7
September;19;Nationals;4;Braves;2
September;19;White Sox;1;Astros;3
September;19;Indians;6;Angels;3
September;19;D-backs;2;Padres;6
September;19;Rangers;3;Mariners;1
September;19;Rockies;3;Giants;4
September;20;Twins;3;Yankees;11
September;20;Mets;2;Marlins;9
September;20;Athletics;3;Tigers;2
September;20;Rockies;0;Giants;4
September;20;Red Sox;9;Orioles;0
September;20;Dodgers;5;Phillies;7
September;20;Brewers;4;Pirates;6
September;20;Royals;15;Blue Jays;5
September;20;Cubs;1;Rays;8
September;20;Cardinals;9;Reds;2
September;20;Nationals;7;Braves;3
September;20;White Sox;3;Astros;4
September;20;D-backs;13;Padres;7
September;20;Indians;6;Angels;5
September;20;Rangers;8;Mariners;6
September;21;Dodgers;5;Phillies;4
September;21;Indians;4;Angels;1
September;21;Rays;1;Orioles;3
September;21;Royals;1;Blue Jays;0
September;21;Twins;12;Tigers;1
September;21;Cardinals;8;Reds;5
September;21;Nationals;2;Braves;3
September;21;Cubs;5;Brewers;3
September;21;White Sox;3;Astros;1
September;21;Rockies;0;Padres;3
September;21;Rangers;4;Mariners;2
September;22;Cardinals;4;Pirates;3
September;22;Rays;8;Orioles;3
September;22;Yankees;1;Blue Jays;8
September;22;Red Sox;5;Reds;4
September;22;Twins;7;Tigers;3
September;22;Nationals;6;Mets;7
September;22;Cubs;5;Brewers;4
September;22;Phillies;2;Braves;7
September;22;Royals;6;White Sox;7
September;22;Angels;0;Astros;3
September;22;Marlins;11;D-backs;13
September;22;Rangers;1;Athletics;4
September;22;Indians;1;Mariners;3
September;22;Rockies;4;Padres;1
September;22;Giants;2;Dodgers;4
September;23;Cubs;3;Brewers;4
September;23;Angels;2;Astros;6
September;23;Yankees;5;Blue Jays;1
September;23;Red Sox;5;Reds;0
September;23;Indians;11;Mariners;4
September;23;Twins;10;Tigers;4
September;23;Cardinals;6;Pirates;11
September;23;Rays;9;Orioles;6
September;23;Royals;8;White Sox;2
September;23;Phillies;2;Braves;4
September;23;Nationals;4;Mets;3
September;23;Marlins;12;D-backs;6
September;23;Rockies;0;Padres;5
September;23;Rangers;0;Athletics;1
September;23;Giants;2;Dodgers;1
September;24;Twins;10;Tigers;4
September;24;Yankees;5;Blue Jays;9
September;24;Red Sox;5;Reds;4
September;24;Nationals;3;Mets;2
September;24;Phillies;2;Braves;0
September;24;Cardinals;1;Pirates;4
September;24;Rays;4;Orioles;9
September;24;Cubs;5;Brewers;0
September;24;Royals;1;White Sox;8
September;24;Rangers;1;Athletics;8
September;24;Indians;4;Mariners;2
September;24;Marlins;2;D-backs;3
September;24;Giants;1;Dodgers;3
September;24;Rockies;8;Padres;4
September;24;Angels;7;Astros;5
September;25;Royals;3;Yankees;11
September;25;Braves;9;Mets;2
September;25;Braves;2;Mets;3
September;25;Nationals;3;Phillies;1
September;25;Blue Jays;6;Red Sox;4
September;25;Astros;11;Rangers;2
September;25;Angels;2;White Sox;4
September;25;Cubs;10;Cardinals;2
September;25;Marlins;5;Rockies;4
September;25;Giants;9;D-backs;2
September;25;Mariners;7;Athletics;1
September;25;Padres;3;Dodgers;9
September;26;Orioles;1;Pirates;10
September;26;Rays;1;Yankees;6
September;26;Nationals;1;Phillies;4
September;26;Braves;3;Mets;4
September;26;Twins;8;Indians;6
September;26;Blue Jays;9;Red Sox;4
September;26;Reds;6;Brewers;7
September;26;Astros;14;Rangers;3
September;26;Angels;9;White Sox;3
September;26;Cubs;7;Cardinals;8
September;26;Tigers;1;Royals;2
September;26;Marlins;0;Rockies;6
September;26;Giants;4;D-backs;11
September;26;Mariners;6;Athletics;3
September;26;Padres;2;Dodgers;9
September;27;Astros;12;Rangers;2
September;27;Marlins;9;Rockies;15
September;27;Mariners;5;Athletics;6
September;27;Giants;3;D-backs;4
September;27;Orioles;3;Pirates;5
September;27;Rays;1;Yankees;6
September;27;Nationals;5;Phillies;7
September;27;Cubs;5;Cardinals;1
September;27;Braves;1;Mets;7
September;27;Twins;2;Indians;4
September;27;Blue Jays;7;Red Sox;10
September;27;Reds;6;Brewers;0
September;27;Angels;4;White Sox;6
September;27;Tigers;4;Royals;7
September;27;Padres;0;Dodgers;10
September;28;Twins;2;Indians;5
September;28;Reds;3;Brewers;4
September;28;Pirates;4;Nationals;5
September;28;Rays;9;Yankees;6
September;28;Braves;1;Marlins;7
September;28;Astros;12;Red Sox;2
September;28;Cubs;2;Cardinals;1
September;28;Athletics;4;Rangers;1
September;28;Angels;4;White Sox;5
September;28;Tigers;4;Royals;1
September;29;Blue Jays;0;Yankees;4
September;29;Reds;4;Cubs;5
September;29;Mets;2;Phillies;6
September;29;Pirates;1;Nationals;6
September;29;Braves;5;Marlins;6
September;29;Orioles;0;Rays;7
September;29;White Sox;1;Indians;10
September;29;Astros;3;Red Sox;2
September;29;Athletics;3;Rangers;5
September;29;Tigers;3;Twins;6
September;29;Dodgers;1;Rockies;9
September;29;D-backs;1;Royals;2
September;29;Brewers;5;Cardinals;3
September;29;Mariners;5;Angels;6
September;29;Padres;0;Giants;8
September;30;Astros;3;Red Sox;6
September;30;Blue Jays;1;Yankees;2
September;30;Reds;0;Cubs;9
September;30;Padres;3;Giants;2
September;30;Brewers;6;Cardinals;7
September;30;Orioles;3;Rays;4
September;30;Mets;7;Phillies;4
September;30;Pirates;4;Nationals;1
September;30;Braves;2;Marlins;10
September;30;White Sox;2;Indians;1
September;30;Tigers;3;Twins;2
September;30;D-backs;3;Royals;4
September;30;Athletics;4;Rangers;8
September;30;Dodgers;5;Rockies;3
September;30;Mariners;6;Angels;4
October;1;Astros;4;Red Sox;3
October;1;Mets;0;Phillies;11
October;1;Athletics;5;Rangers;2
October;1;Pirates;11;Nationals;8
October;1;Padres;4;Giants;5
October;1;Blue Jays;2;Yankees;1
October;1;Mariners;2;Angels;6
October;1;Braves;8;Marlins;5
October;1;Orioles;0;Rays;6
October;1;White Sox;1;Indians;3
October;1;Tigers;1;Twins;5
October;1;Dodgers;6;Rockies;3
October;1;D-backs;14;Royals;2
October;1;Brewers;6;Cardinals;1
October;1;Reds;3;Cubs;1
